claim_id,build_id,surface,public_claim,claim_type,source_id,source_title,issuing_body,published_or_version,locator,support,reasoning,limitations,disposition
B099-FILM-S3,099,B film/transcript,Preserve community ownership.,mixed: design synthesis with contextual external premise,CARE,The CARE Principles for Indigenous Data Governance,Global Indigenous Data Alliance authors / Data Science Journal,2020-11-04,https://doi.org/10.5334/dsj-2020-043 — The CARE Principles and Their Supporting Concepts,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Applies to Indigenous data governance; implementation requires engagement with the specific community and cannot be claimed from interface design alone.,CERTIFY WITH LIMITATION
B099-FILM-S4,099,B film/transcript,Carry provenance with every record.,mixed: design synthesis with contextual external premise,CARE,The CARE Principles for Indigenous Data Governance,Global Indigenous Data Alliance authors / Data Science Journal,2020-11-04,https://doi.org/10.5334/dsj-2020-043 — The CARE Principles and Their Supporting Concepts,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Applies to Indigenous data governance; implementation requires engagement with the specific community and cannot be claimed from interface design alone.,CERTIFY WITH LIMITATION
B099-FILM-S5,099,B film/transcript,Govern access before sharing.,mixed: design synthesis with contextual external premise,CARE,The CARE Principles for Indigenous Data Governance,Global Indigenous Data Alliance authors / Data Science Journal,2020-11-04,https://doi.org/10.5334/dsj-2020-043 — The CARE Principles and Their Supporting Concepts,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Applies to Indigenous data governance; implementation requires engagement with the specific community and cannot be claimed from interface design alone.,CERTIFY WITH LIMITATION
B099-FILM-S6,099,B film/transcript,Shared data should strengthen sovereignty.,mixed: design synthesis with contextual external premise,CARE,The CARE Principles for Indigenous Data Governance,Global Indigenous Data Alliance authors / Data Science Journal,2020-11-04,https://doi.org/10.5334/dsj-2020-043 — The CARE Principles and Their Supporting Concepts,direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Applies to Indigenous data governance; implementation requires engagement with the specific community and cannot be claimed from interface design alone.,CERTIFY WITH LIMITATION
B100-FILM-S1,100,B film/transcript,"Put resilience decisions in the room. Compare island scenarios, tradeoffs, evidence and accountable action.",prototype identity / synthesis,SELF,RN Builds public implementation,Rayven-Nikkita Collins,2026,Live overview/A/B route; exact build and scene identified in row,not externally dependent,"Names the public prototype or states its design question; the live route verifies the artifact, not an external outcome.",Implementation/synthetic-design evidence only; not independent real-world validation.,CERTIFY AS SYNTHESIS
B100-FILM-S2,100,B film/transcript,Choose a plausible island scenario.,mixed: design synthesis with contextual external premise,NIST-RES,"Community Resilience Planning Guide for Buildings and Infrastructure Systems, Vol. I, NIST SP 1190v1",National Institute of Standards and Technology,2015-10-29,"https://doi.org/10.6028/NIST.SP.1190v1 — six-step planning process; performance goals, stakeholders, priorities and resources",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Community resilience planning guidance focused on buildings/infrastructure; not island-specific outcome validation.,CERTIFY WITH LIMITATION
B100-FILM-S3,100,B film/transcript,Test dependencies and constraints.,mixed: design synthesis with contextual external premise,NIST-RES,"Community Resilience Planning Guide for Buildings and Infrastructure Systems, Vol. I, NIST SP 1190v1",National Institute of Standards and Technology,2015-10-29,"https://doi.org/10.6028/NIST.SP.1190v1 — six-step planning process; performance goals, stakeholders, priorities and resources",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Community resilience planning guidance focused on buildings/infrastructure; not island-specific outcome validation.,CERTIFY WITH LIMITATION
B100-FILM-S4,100,B film/transcript,Compare actions and tradeoffs.,mixed: design synthesis with contextual external premise,NIST-RES,"Community Resilience Planning Guide for Buildings and Infrastructure Systems, Vol. I, NIST SP 1190v1",National Institute of Standards and Technology,2015-10-29,"https://doi.org/10.6028/NIST.SP.1190v1 — six-step planning process; performance goals, stakeholders, priorities and resources",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Community resilience planning guidance focused on buildings/infrastructure; not island-specific outcome validation.,CERTIFY WITH LIMITATION
B100-FILM-S5,100,B film/transcript,Record evidence and decision owners.,mixed: design synthesis with contextual external premise,NIST-RES,"Community Resilience Planning Guide for Buildings and Infrastructure Systems, Vol. I, NIST SP 1190v1",National Institute of Standards and Technology,2015-10-29,"https://doi.org/10.6028/NIST.SP.1190v1 — six-step planning process; performance goals, stakeholders, priorities and resources",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Community resilience planning guidance focused on buildings/infrastructure; not island-specific outcome validation.,CERTIFY WITH LIMITATION
B100-FILM-S6,100,B film/transcript,Turn the scenario into accountable action.,mixed: design synthesis with contextual external premise,NIST-RES,"Community Resilience Planning Guide for Buildings and Infrastructure Systems, Vol. I, NIST SP 1190v1",National Institute of Standards and Technology,2015-10-29,"https://doi.org/10.6028/NIST.SP.1190v1 — six-step planning process; performance goals, stakeholders, priorities and resources",direct,The authority supports the underlying method or bounded premise; RN's prescribed interface remains a synthesis.,Community resilience planning guidance focused on buildings/infrastructure; not island-specific outcome validation.,CERTIFY WITH LIMITATION
